학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명,지번주소
한국폴리텍 III 대학 강릉캠퍼스,Gangneung Campus Of Korea PolytechnicsⅢ,본교,전문대학,기능대학,사립,42,강원특별자치도,강원특별자치도 강릉시 남산초교길 121 (노암동),,25605,,kopo.ac.kr/gangneung,033-610-6111,033-610-6119,2008-03-02,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 강릉시 노암동 779
한국폴리텍 III 대학 원주캠퍼스,Wonju Campus Of Korea Polytechnic,본교,전문대학,기능대학,사립,42,강원특별자치도,강원특별자치도 원주시 북원로2425번길 73 (우산동),,26406,,kopo.ac.kr/wonju,033-741-7000,033-741-7029,1978-04-06,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 원주시 우산동 170
한국폴리텍 III 대학 춘천캠퍼스,Chuncheon Campus Of Korea Polytechnic Ⅲ,본교,전문대학,기능대학,사립,42,강원특별자치도,강원특별자치도 춘천시 동산면 영서로 1290-31,,24409,,www.kopo.ac.kr/chuncheon/index.do,033-260-7654,033-262-7606,1973-10-11,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 춘천시 동산면 원창리 70
한국폴리텍 IV 대학 대전캠퍼스,Daejeon Campus of Korea Polytechnic IV,본교,전문대학,기능대학,사립,30,대전광역시,"대전광역시 동구 우암로 352-21 (가양동, 한국폴리텍IV대학)",,34503,,www.kopo.ac.kr,042-670-0600,042-670-0589,2006-05-19,2022,2023-12-27,B340014,한국대학교육협의회,대전 동구 가양동 91-2
한국폴리텍 IV 대학 아산캠퍼스,Asan Campus Of Korea Polytechnic IV,본교,전문대학,기능대학,사립,44,충청남도,"충청남도 아산시 신창면 행목로 45 (행목리, 한국폴리텍Ⅳ대학아산캠퍼스)",,31533,,kopo.ac.kr/asan,041-539-9300,041-532-0300,2002-03-02,2022,2023-12-27,B340014,한국대학교육협의회,충남 아산시 신창면 행목리 323
한국폴리텍 IV 대학 청주캠퍼스,Cheongju Campus Of Korea Polytechnic IV,본교,전문대학,기능대학,사립,43,충청북도,"충청북도 청주시 흥덕구 산단로 54 (송정동, 한국폴리텍Ⅳ대학청주캠퍼스)",,28590,,kopo.ac.kr/cheongju,043-279-7400,043-279-7477,1977-05-06,2022,2023-12-27,B340014,한국대학교육협의회,충북 청주시 흥덕구 송정동 47
한국폴리텍 V 대학 광주캠퍼스,Gwangju Campus Of Korea Polytechnic V,본교,전문대학,기능대학,사립,29,광주광역시,"광주광역시 북구 하서로 85 (운암동, 한국폴리텍V대학)",,61099,,www.kopo.ac.kr/gwangju,062-519-7114,062-519-7039,1994-07-01,2022,2023-12-27,B340014,한국대학교육협의회,광주 북구 운암동 250-17
한국폴리텍 V 대학 순천캠퍼스,Suncheon Campus Of Korea Polytechnic V,본교,전문대학,기능대학,사립,46,전라남도,"전라남도 순천시 기적의도서관1길 41 (조례동, 한국폴리텍대학순천캠퍼스)",,57975,,kopo.ac.kr/suncheon,061-721-0300,061-721-5280,1977-05-20,2022,2023-12-27,B340014,한국대학교육협의회,전남 순천시 조례동 435-2
한국폴리텍 V 대학 익산캠퍼스,Iksan Campus Of Korea Polytechnic V,본교,전문대학,기능대학,사립,45,전라북도,"전라북도 익산시 선화로 579 (어양동, 한국폴리텍V대학)",,54567,,iksan.kopo.ac.kr,063-830-3000,063-830-3026,2008-03-02,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 익산시 어양동 16
한국폴리텍 V 대학 전남캠퍼스,Jeonnam Campus Of Korea Polytechnic V College,본교,전문대학,기능대학,사립,46,전라남도,전라남도 무안군 청계면 영산로 1854-16,,58542,,www.kopo.ac.kr/jeonnam,061-450-7220,061-450-7224,1996-03-01,2022,2023-12-27,B340014,한국대학교육협의회,전남 무안군 청계면 상마리 14-1
한국폴리텍 V 대학 전북캠퍼스,Jeounbuk Campus Of Korea Polytechnics,본교,전문대학,기능대학,사립,45,전라북도,"전라북도 김제시 백학제길 154 (백학동, 한국폴리텍V대학)",,54352,,www.kopo.ac.kr/jb/index.do,063-540-7620,063-540-7625,1995-03-02,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 김제시 백학동 84
한국폴리텍 VI 대학 구미캠퍼스,Gumi Campus Of Korea Polytechnic Vi,본교,전문대학,기능대학,사립,47,경상북도,"경상북도 구미시 수출대로3길 84 (공단동, 한국폴리텍ⅵ대학구미캠퍼스)",,39257,,kopo.ac.kr/gumi,054-461-5241,054-464-2098,1977-05-06,2022,2023-12-27,B340014,한국대학교육협의회,경북 구미시 공단동 114
한국폴리텍 VI 대학 대구캠퍼스,Daegu Campus Of Korea Polytechnic Vi,본교,전문대학,기능대학,사립,27,대구광역시,"대구광역시 서구 국채보상로43길 15 (평리동, 한국폴리텍6대학)",,41765,,daegu.kopo.ac.kr,053-560-3131,053-560-3148,1973-01-01,2022,2023-12-27,B340014,한국대학교육협의회,대구 서구 평리동 1495
한국폴리텍 VI 대학 영남융합기술캠퍼,Yeongnam Convergence Technology Campus Of Korea Polytechnic,본교,전문대학,기능대학,사립,27,대구광역시,대구광역시 동구 팔공로 222(봉무동),,41027,,kopo.ac.kr/yct,053-980-1100,053-980-1129,1998-02-05,2022,2023-12-27,B340014,한국대학교육협의회,대구 동구 봉무동 1558
한국폴리텍 VI 대학 영주캠퍼스,Yeongju Campus Of Korea Polytechnic Ⅵ,본교,전문대학,기능대학,사립,47,경상북도,"경상북도 영주시 가흥로 2 (문정동, 한국폴리텍VI대학)",,36142,,www.kopo.ac.kr/yeongju,054-639-4218,054-632-2098,1982-02-15,2022,2023-12-27,B340014,한국대학교육협의회,경북 영주시 문정동 580
한국폴리텍 VII 대학 동부산캠퍼스,Korea Polytechnics Dongbusan Campus,본교,전문대학,기능대학,사립,26,부산광역시,부산광역시 기장군 정관읍 산단4로 2-69,,46027,,www.kopo.ac.kr/dongbusan,051-609-6000,051-728-5586,,2022,2023-12-27,B340014,한국대학교육협의회,부산 기장군 정관읍 달산리 938-40
한국폴리텍 VII 대학 부산캠퍼스,Busan Campus Of Korea Polytechnic Ⅶ,본교,전문대학,기능대학,사립,26,부산광역시,"부산광역시 북구 만덕대로155번길 99 (덕천동, 한국폴리텍VII대학부산캠퍼스)",,46550,,www.kopo.ac.kr/busan,051-330-7800,051-332-4801,1978-04-10,2022,2023-12-27,B340014,한국대학교육협의회,부산 북구 덕천동 22
한국폴리텍 VII 대학 울산캠퍼스,Ulsan Campus Of Korea Polytechnic,본교,전문대학,기능대학,사립,31,울산광역시,"울산광역시 중구 산전길 155 (동동, 한국폴리텍7대학울산캠퍼스)",,44482,,kopo.ac.kr/ulsan,052-290-1500,052-290-1519,2000-01-01,2022,2023-12-27,B340014,한국대학교육협의회,울산 중구 동동 81
한국폴리텍 VII 대학 진주캠퍼스,KOREAPOLYTECHNICS JINJU CAMPUS,본교,전문대학,기능대학,사립,48,경상남도,경상남도 진주시 모덕로 299(하대동),,52766,,jinju.kopo.ac.kr,055-752-9901,055-752-0819,,2022,2023-12-27,B340014,한국대학교육협의회,경남 진주시 하대동 105
한국폴리텍 VII 대학 창원캠퍼스,Korea Polytechnic Vii,본교,전문대학,기능대학,사립,48,경상남도,"경상남도 창원시 성산구 외동반림로 51-88 (중앙동, 한국폴리텍VII대학)",,51518,,changwon.kopo.ac.kr,055-279-1700,055-279-1749,1977-11-19,2022,2023-12-27,B340014,한국대학교육협의회,경남 창원시 성산구 중앙동 110
한국폴리텍 특성화대학 로봇캠퍼스,robot campus of korea polytechnic,본교,전문대학,기능대학,사립,47,경상북도,경상북도 영천시 로봇캠퍼스로 1 (화룡동),,38839,,www.kopo.ac.kr/robot/index.do,054-706-1000,054-706-1080,,2022,2023-12-27,B340014,한국대학교육협의회,경북 영천시 화룡동 989
한국폴리텍 특성화대학 바이오캠퍼스,Bio Campus Of Korea Polytechnic,본교,전문대학,기능대학,사립,44,충청남도,충청남도 논산시 강경읍 동안로112번길 48,,32943,,kopo.ac.kr/bio,041-746-7300,041-746-7310,2006-03-01,2022,2023-12-27,B340014,한국대학교육협의회,충남 논산시 강경읍 채운리 315-1
한국폴리텍 특성화대학 반도체융합캠퍼스,Semiconductor Covergence Of Korea Polytechnic,본교,전문대학,기능대학,사립,41,경기도,경기도 안성시 공도읍 송원길 41-12,,17550,,www.kopo.ac.kr/semi,031-650-7202,031-651-4314,1996-10-25,2022,2023-12-27,B340014,한국대학교육협의회,경기 안성시 공도읍 만정리 349-6
한국폴리텍 특성화대학 항공캠퍼스,Aviation Campus Of Korea Polytechnic,본교,전문대학,기능대학,사립,48,경상남도,"경상남도 사천시 대학길 46 (이금동, 한국폴리텍항공대학)",,52549,,www.kopo.ac.kr/kapc,055-830-3400,055-830-3414,2000-11-30,2022,2023-12-27,B340014,한국대학교육협의회,경남 사천시 이금동 438
한림성심대학교,Hallym Polytechnic University,본교,전문대학,전문대학,사립,42,강원특별자치도,강원특별자치도 춘천시 동면 장학길 48,,24210,,www.hsc.ac.kr,033-240-9000,033-252-9462,1939-04-01,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 춘천시 동면 장학리 790
한영대학교,Hanyeong University,본교,전문대학,전문대학,사립,46,전라남도,"전라남도 여수시 장군산길 18-43 (여서동, 한영대학)",,59720,,www.hanyeong.ac.kr,061-650-4139,061-650-4020,1992-12-11,2022,2023-12-27,B340014,한국대학교육협의회,전남 여수시 여서동 61
가천대학교 간호대학원,Graduate School Of Nursing Gachon University,본교,대학원,특수대학원,사립,28,인천광역시,인천광역시 연수구 함박뫼로 191,,21936,,www.gachon.ac.kr,032-820-4773,032-820-4119,1939-05-09,2022,2023-12-27,B340014,한국대학교육협의회,인천 연수구 연수동 534-2
경북대학교 과학기술대학원,Kyungpook National University Graduate School Of Science And Technology,본교,대학원,특수대학원,국립,47,경상북도,"경상북도 상주시 경상대로 2559 (가장동, 경북대학교상주캠퍼스)",,37224,,seoksa.knu.ac.kr,054-530-1645,054-530-1649,2009-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경북 상주시 가장동 386
경북대학교 보건대학원,Kyungpook National University Graduate School Of Public Health,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",,41944,,health.knu.ac.kr,053-420-4871,053-421-1695,1981-03-01,2022,2023-12-27,B340014,한국대학교육협의회,대구 중구 동인동2가 101
경북대학교 치의학전문대학원,Kyungpook National University School Of Dentistry,본교,대학원,전문대학원,국립,27,대구광역시,"대구광역시 중구 달구벌대로 2177 (삼덕동2가, 경북대학교치의학전문대학원)",,41940,,dent.knu.ac.kr,053-660-6803,053-425-6025,2005-03-01,2022,2023-12-27,B340014,한국대학교육협의회,대구 중구 삼덕동2가 188-1
경상국립대학교 보건대학원,Graduate School Of Public Health,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 진주대로816번길 15 (주약동, 경상대학교병원)",,52727,,www.gnu.ac.kr,055-772-8208,055-772-8210,1948-08-10,2022,2023-12-27,B340014,한국대학교육협의회,경남 진주시 주약동 56
경희대학교 국제대학원,Kyung Hee University Graduate School of Pan-Pacific International Studies,본교,대학원,전문대학원,사립,41,경기도,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스)",,17104,,gsp.khu.ac.kr,031-201-2146,031-204-8120,1997-12-22,2022,2023-12-27,B340014,한국대학교육협의회,경기 용인시 기흥구 서천동 1
경희대학교 평화복지대학원,Kyung Hee University Graduate Institute of Peace Studies,본교,대학원,특수대학원,사립,41,경기도,"경기도 남양주시 진접읍 광릉수목원로 195 (부평리, 경희대학교평화복지대학원)",,12001,,gip.khu.ac.kr,031-570-7014,031-528-7630,1984-09-25,2022,2023-12-27,B340014,한국대학교육협의회,경기 남양주시 진접읍 부평리 258-5
계명대학교 글로벌창업대학원,Graduate School Of Global Entrepreneurship,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 남구 명덕로 104 (대명동, 계명대학교)",,42403,,startup.kmu.ac.kr,053-620-2073,053-620-2071,2014-09-01,2022,2023-12-27,B340014,한국대학교육협의회,대구 남구 대명동 2139-11
고신대학교 보건대학원,Graduate School Of Public Health,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 서구 감천로 262 (암남동, 고신대학교의과대학, 고신대학교복음병원)",,49267,,www.kugsph.ac.kr,051-990-6628,051-911-2521,1993-09-04,2022,2023-12-27,B340014,한국대학교육협의회,부산 서구 암남동 14-8
고신대학교 신학대학원,Korea Theological Seminary,본교,대학원,특수대학원,사립,44,충청남도,충청남도 천안시 동남구 충절로 535-33 (삼룡동),,31071,,www.kts.ac.kr,041-560-1920,041-560-1971,1980-11-03,2022,2023-12-27,B340014,한국대학교육협의회,충남 천안시 동남구 삼룡동 40-1
국립공주대학교 산업과학대학원,The Graduate School Of Industrial Sciences Kongju National University,본교,대학원,특수대학원,국립,44,충청남도,"충청남도 예산군 예산읍 대학로 54 (대회리, 공주대학교산업과학대학)",,32439,,knugsis.modoo.at/,041-330-1011,041-330-1035,1994-03-01,2022,2023-12-27,B340014,한국대학교육협의회,충남 예산군 예산읍 대회리 1
국립공주대학교 테크노융합대학원,The Graduate School Of Technology & Fusion Kongju National University,본교,대학원,특수대학원,국립,44,충청남도,"충청남도 천안시 서북구 천안대로 1223-24 (부대동, 공주대학교천안공과대학)",,31080,,techno.kongju.ac.kr,041-562-8080,041-521-9099,2009-03-01,2022,2023-12-27,B340014,한국대학교육협의회,충남 천안시 서북구 부대동 275
국립목포대학교 경영행정대학원,Graduate School Of Business & Public Administration,본교,대학원,특수대학원,국립,46,전라남도,전라남도 무안군 삼향읍 남악로 190,,58579,,www.mokpo.ac.kr,061-270-1602,061-273-6751,1991-02-28,2022,2023-12-27,B340014,한국대학교육협의회,전남 무안군 삼향읍 남악리 2540-1
국립부경대학교 기술경영전문대학원,Graduate School Of Mot(Management Of Technology),본교,대학원,전문대학원,국립,26,부산광역시,"부산광역시 남구 신선로 365 (용당동, 부경대학교용당캠퍼스)",,48547,,https://mot.pknu.ac.kr/,051-629-5656,051-629-5659,2016-03-02,2022,2023-12-27,B340014,한국대학교육협의회,부산 남구 용당동 251
국립한국교통대학교 교통대학원,Korea National University Of Transportation-Graduate School Of Transportation,본교,대학원,전문대학원,국립,43,충청북도,"경기도 의왕시 철도박물관로 157 (월암동, 한국교통대학교)",,16106,,www.ut.ac.kr/gst.do,031-460-0601,031-462-8739,2013-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 의왕시 월암동 374-18
대구가톨릭대학교 디자인대학원,Graduate School Of Design,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학)",,41969,,dept.cu.ac.kr/user/cudesign/,053-660-5252,053-359-6140,1996-11-02,2022,2023-12-27,B340014,한국대학교육협의회,대구 중구 남산동 219
대구대학교 산업·행정대학원,Graduate School Of Industry & Public Administration,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 남구 성당로50길 33 (대명동, 대구대학교)",,42400,,info.daegu.ac.kr/,053-850-5034,053-850-5039,2001-07-26,2022,2023-12-27,B340014,한국대학교육협의회,대구 남구 대명동 2288
대구한의대학교 대학원,Graduate School of Daegu Haany University,본교,대학원,일반대학원,사립,47,경상북도,경상북도 경산시 한의대로 1(유곡동),,38609,,www.dhu.ac.kr/HOME/graduate/index.htm,053-819-1567,053-819-1268,1983-10-29,2022,2023-12-27,B340014,한국대학교육협의회,경북 경산시 유곡동 290-1
대전대학교 경영행정·사회복지·상담대학,Graduate School Of Business And Public Administration & Social Welfare & Counseling Daejeon University,본교,대학원,특수대학원,사립,30,대전광역시,대전광역시 서구 대덕대로176번길 59(둔산동),,35235,,www.dju.ac.kr/gdhl/main.do,042-280-4121,042-272-2382,2021-03-01,2022,2023-12-27,B340014,한국대학교육협의회,대전 서구 둔산동 1135
덕성여자대학교 교육대학원,The Graduate School Of Education Duksung Women’S University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 삼일대로 460 (운니동, 덕성여자대학교 교육, 문화산업대학원)",,3131,,education.duksung.ac.kr,02-741-5813,02-741-5814,1996-10-30,2022,2023-12-27,B340014,한국대학교육협의회,서울 종로구 운니동 114-7
동아대학교 경영대학원,Dong-A University Graduate School Of Business Administration,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 서구 구덕로 225 (부민동2가, 동아대학교부민캠퍼스)",,49236,,mba.donga.ac.kr/,051-200-8412,051-200-8415,1969-02-04,2022,2023-12-27,B340014,한국대학교육협의회,부산 서구 부민동2가 1
동아대학교 문화예술대학원,"The Graduate School Of Culture And Arts, Dong-A University",본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 서구 대신공원로 32 (동대신동3가, 동아대학교구덕캠퍼스)",,49201,,gr-art.donga.ac.kr,051-200-1792,051-200-1705,2001-07-26,2022,2023-12-27,B340014,한국대학교육협의회,부산 서구 동대신동3가 1-42
백석대학교 교육대학원,"Graduate School Of Education, Baekseok University",본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 서초구 방배로9길 15 (방배동, 목양동백석대학교)",,6695,,www.bugs.ac.kr,02-520-0714,02-520-0720,1999-11-19,2022,2023-12-27,B340014,한국대학교육협의회,서울 서초구 방배동 981-61
부산대학교 의학전문대학원,School Of Medicine Pusan National University,본교,대학원,전문대학원,국립,48,경상남도,경상남도 양산시 물금읍 부산대학로 49 (부산대학교캠퍼스)부산대학교 의학전문대학원,,50612,,www.pusan.ac.kr,051-510-8007,051-510-8026,2006-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경남 양산시 물금읍 범어리 2762-1
서울대학교 국제농업기술대학원,Seoul National University Graduate School Of International Agricultural Technology,본교,대학원,전문대학원,국립대법,42,강원특별자치도,강원특별자치도 평창군 대화면 평창대로 1447-1,,25354,,greenbio.snu.ac.kr/,033-339-5680,033-339-5680,2014-06-25,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 평창군 대화면 신리 1995-13
서울대학교 의학대학원,School Of Medicine,본교,대학원,전문대학원,국립대법,11,서울특별시,"서울특별시 종로구 대학로 103 (연건동, 서울대학교 의과대학)",,3080,,medicine.snu.ac.kr,02-880-8033,02-741-2809,2008-12-05,2022,2023-12-27,B340014,한국대학교육협의회,서울 종로구 연건동 28-2
성균관대학교 과학기술대학원,Graduate School Of Science & Technology,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 장안구 서부로 2066 (천천동, 성균관대학교)",,16419,,www.skku.edu,02-760-0114,02-760-1141,1984-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 수원시 장안구 천천동 585
용인대학교 스포츠웰니스산업대학원,Graduate School Of Sports Wellness Industry,본교,대학원,특수대학원,사립,41,경기도,경기도 용인시 처인구 용인대학로 1 (역북동),,17053,,www.yongin.ac.kr,031-8020-2898,031-8020-3233,1953-06-15,2022,2023-12-27,B340014,한국대학교육협의회,경기 용인시 처인구 역북동 368
울산과학기술원 기술경영전문대학원,Unist Graduate School Of Technology & Innovation Management,본교,대학원,전문대학원,특별법법,31,울산광역시,울산광역시 남구 테크노산업로55번길 10 (두왕동),,44776,,mot.unist.ac.kr,052-217-3709,052-217-1149,2016-03-01,2022,2023-12-27,B340014,한국대학교육협의회,울산 남구 두왕동 산 68
인천가톨릭대학교 특수대학원,Incheon Catholic University Graduate School Of Fine Art & Design,제2캠퍼,대학원,특수대학원,사립,28,인천광역시,"인천광역시 연수구 해송로 12 (송도동, 인천가톨릭대학교)",,22000,,www.iccu.ac.kr,032-830-7009,032-830-7011,2009-03-01,2022,2023-12-27,B340014,한국대학교육협의회,인천 연수구 송도동 9-3
인하대학교 제조혁신전문대학원,INHA Manufacturing Innovation School,본교,대학원,전문대학원,사립,28,인천광역시,인천광역시 연수구 갯벌로 36(송도동),,21999,,imis.inha.ac.kr,032-720-9045,032-863-1333,2020-03-01,2022,2023-12-27,B340014,한국대학교육협의회,인천 연수구 송도동 7-49
전북대학교 수의방역대학원,Jeonbuk national Graduate School of Veterinary Biosecurity and Protection,본교,대학원,특수대학원,국립,45,전라북도,전라북도 익산시 고봉로 79 (마동),,54596,,jbnu.ac.kr,063-850-0907,063-850-0910,2021-03-01,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 익산시 마동 194-5
총신대학교 신학대학원,Chongshin Theological Seminary,본교,대학원,특수대학원,사립,41,경기도,"경기도 용인시 처인구 양지면 학촌로 110 (제일리, 총신대학교신학대학원)",,17157,,www.chongshin.ac.kr,031-679-1700,031-338-3288,1980-11-03,2022,2023-12-27,B340014,한국대학교육협의회,경기 용인시 처인구 양지면 제일리 산 41-11
충남대학교 보건대학원,Graduate School Of Public Health,본교,대학원,특수대학원,국립,30,대전광역시,대전광역시 중구 문화로 266(문화동),,35015,,gsph.cnu.ac.kr,042-580-8375,042-581-8374,1988-11-30,2022,2023-12-27,B340014,한국대학교육협의회,대전 중구 문화동 6
한국기술교육대학교 테크노인력개발전문대,Korea University of Technology and Education Graduate School of Techno Hrd,본교,대학원,전문대학원,사립,44,충청남도,"충청남도 천안시 서북구 과수원길 18 (부대동, 한국기술교육대학교두정IOC캠퍼스)",,31079,,www.koreatech.ac.kr/grd.do,041-560-1114,041-560-2575,2003-01-01,2022,2023-12-27,B340014,한국대학교육협의회,충남 천안시 서북구 부대동 415-1
한국전통문화대학교 미래문화유산대학원,The Graduate School of Cultural Heritage for the Future,본교,대학원,특수대학원,특별법국,44,충청남도,"세종특별자치시 다정중앙로 20(다정동, 가온마을7단지)",,30123,,www.nuch.ac.kr,041-830-7114,041-830-7020,2022-02-28,2022,2023-12-27,B340014,한국대학교육협의회,세종특별자치시 다정동 965
한신대학교 사회혁신경영대학원,"The Graduate Of Social Innovation Business, Hanshin University",본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 강북구 인수봉로 159 (수유동, 한신대학교신학대학원)",,1025,,http://www.hs.ac.kr/hsmba/index.do,02-2125-0114,02-2125-0108,2014-03-06,2022,2023-12-27,B340014,한국대학교육협의회,서울 강북구 수유동 498-16
호서대학교 글로벌창업대학원,Hoseo Graduate School Of Enterpreneurship,본교,대학원,특수대학원,사립,11,서울특별시,서울특별시 서초구 남부순환로 2497 (서초동),,6724,,gradgate.hoseo.ac.kr,02-2059-2313,02-2055-1405,2004-11-24,2022,2023-12-27,B340014,한국대학교육협의회,서울 서초구 서초동 1422-7
호서대학교 벤처전문대학원,Graduate School Of Venture,본교,대학원,전문대학원,사립,11,서울특별시,서울특별시 서초구 반포대로 9 (서초동),,6711,,gsv.hoseo.edu,02-2059-2313,02-2055-1405,1999-11-02,2022,2023-12-27,B340014,한국대학교육협의회,서울 서초구 서초동 1463-10
호서대학교 산학융합대학원,Graduate school of Industrial-academic convergence,본교,대학원,특수대학원,사립,11,서울특별시,충청남도 당진시 석문면 산단7로 201,,31702,,gradgate.hoseo.ac.kr,041-540-5114,041-540-5199,2020-03-01,2022,2023-12-27,B340014,한국대학교육협의회,충남 당진시 석문면 삼봉리 2241-1
